[TARGET: org.apache.commons.math3.primes.PollardRho]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
|   40 ||    0 |    0 |    8 |   16 |
|   69 ||    0 |    0 |    8 |   16 |
|   84 ||    0 |    0 |    8 |   16 |
|   85 ||    0 |    0 |    8 |   16 |
|   86 ||    0 |    0 |    8 |   16 |
|   87 ||    0 |    0 |    8 |   16 |
|   90 ||    0 |    0 |    8 |   16 |
|  101 ||    0 |    0 |    8 |   16 |
|  103 ||    0 |    0 |    8 |   16 |
|  104 ||    0 |    0 |    8 |   16 |
|  105 ||    0 |    0 |    8 |   16 |
|  106 ||    0 |    0 |    8 |   16 |
|  107 ||    0 |    0 |    8 |   16 |
|  109 ||    0 |    0 |    8 |   16 |
|  110 ||    0 |    0 |    8 |   16 |
|  111 ||    0 |    0 |    8 |   16 |
|  112 ||    0 |    0 |    8 |   16 |
|  113 ||    0 |    0 |    8 |   16 |
|  115 ||    0 |    0 |    8 |   16 |
|  117 ||    0 |    0 |    8 |   16 |
|  118 ||    0 |    0 |    8 |   16 |
|  120 ||    0 |    0 |    8 |   16 |
|  129 ||    0 |    0 |    8 |   16 |
|  130 ||    0 |    0 |    8 |   16 |
|  131 ||    0 |    0 |    8 |   16 |
|  132 ||    0 |    0 |    8 |   16 |
|  135 ||    0 |    0 |    8 |   16 |
|  136 ||    0 |    0 |    8 |   16 |
|  137 ||    0 |    0 |    8 |   16 |
|  150 ||    0 |    0 |    8 |   16 |
|  151 ||    0 |    0 |    8 |   16 |
|  152 ||    0 |    0 |    8 |   16 |
|  154 ||    0 |    0 |    8 |   16 |
|  155 ||    0 |    0 |    8 |   16 |
|  156 ||    0 |    0 |    8 |   16 |
|  158 ||    0 |    0 |    8 |   16 |
|  159 ||    0 |    0 |    8 |   16 |
|  161 ||    0 |    0 |    8 |   16 |
|  162 ||    0 |    0 |    8 |   16 |
|  164 ||    0 |    0 |    8 |   16 |
|  165 ||    0 |    0 |    8 |   16 |
|  167 ||    0 |    0 |    8 |   16 |
|  168 ||    0 |    0 |    8 |   16 |
|  169 ||    0 |    0 |    8 |   16 |
|  170 ||    0 |    0 |    8 |   16 |
|  171 ||    0 |    0 |    8 |   16 |
|  172 ||    0 |    0 |    8 |   16 |
|  173 ||    0 |    0 |    8 |   16 |
|  174 ||    0 |    0 |    8 |   16 |
|  175 ||    0 |    0 |    8 |   16 |
|  176 ||    0 |    0 |    8 |   16 |
|  177 ||    0 |    0 |    8 |   16 |
|  179 ||    0 |    0 |    8 |   16 |
|  180 ||    0 |    0 |    8 |   16 |
|  181 ||    0 |    0 |    8 |   16 |
|  182 ||    0 |    0 |    8 |   16 |
|  186 ||    0 |    0 |    8 |   16 |
=====================================

[TARGET: org.apache.commons.math3.primes.Primes]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
|   55 ||    0 |    0 |    8 |   16 |
|   56 ||    0 |    0 |    8 |   16 |
|   59 ||    0 |    0 |    8 |   16 |
|   60 ||    0 |    0 |    8 |   16 |
|   61 ||    0 |    0 |    8 |   16 |
|   64 ||    0 |    0 |    8 |   16 |
|   75 ||    0 |    0 |    8 |   16 |
|   76 ||    0 |    0 |    8 |   16 |
|   78 ||    0 |    0 |    8 |   16 |
|   79 ||    0 |    0 |    8 |   16 |
|   81 ||    0 |    0 |    8 |   16 |
|   82 ||    0 |    0 |    8 |   16 |
|   83 ||    0 |    0 |    8 |   16 |
|   86 ||    0 |    0 |    8 |   16 |
|   87 ||    0 |    0 |    8 |   16 |
|   92 ||    0 |    0 |    8 |   16 |
|   93 ||    0 |    0 |    8 |   16 |
|   94 ||    0 |    0 |    8 |   16 |
|   95 ||    0 |    0 |    8 |   16 |
|   97 ||    0 |    0 |    8 |   16 |
|  100 ||    0 |    0 |    8 |   16 |
|  101 ||    0 |    0 |    8 |   16 |
|  103 ||    0 |    0 |    8 |   16 |
|  104 ||    0 |    0 |    8 |   16 |
|  105 ||    0 |    0 |    8 |   16 |
|  107 ||    0 |    0 |    8 |   16 |
|  120 ||    0 |    0 |    8 |   16 |
|  121 ||    0 |    0 |    8 |   16 |
|  126 ||    0 |    0 |    8 |   16 |
=====================================

[TARGET: org.apache.commons.math3.primes.package-info]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
=====================================

[TARGET: org.apache.commons.math3.FieldElement]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
=====================================

[TARGET: org.apache.commons.math3.fitting.GaussianFitter]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
|   64 ||    0 |    0 |    8 |   16 |
|   65 ||    0 |    0 |    8 |   16 |
|   81 ||    0 |    0 |    8 |   16 |
|  107 ||    0 |    0 |    8 |   16 |
|  117 ||    0 |    0 |    8 |   16 |
|  118 ||    0 |    0 |    8 |   16 |
=====================================

[TARGET: org.apache.commons.math3.fitting.WeightedObservedPoint]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
|   45 ||    0 |    0 |    8 |   16 |
|   46 ||    0 |    0 |    8 |   16 |
|   47 ||    0 |    0 |    8 |   16 |
|   48 ||    0 |    0 |    8 |   16 |
|   49 ||    0 |    0 |    8 |   16 |
|   57 ||    0 |    0 |    8 |   16 |
|   66 ||    0 |    0 |    8 |   16 |
|   75 ||    0 |    0 |    8 |   16 |
=====================================

[TARGET: org.apache.commons.math3.fitting.HarmonicFitter]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
|   45 ||    0 |    0 |    8 |   16 |
|   46 ||    0 |    0 |    8 |   16 |
|   61 ||    0 |    0 |    8 |   16 |
|   76 ||    0 |    0 |    8 |   16 |
=====================================

[TARGET: org.apache.commons.math3.fitting.package-info]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
=====================================

[TARGET: org.apache.commons.math3.fitting.PolynomialFitter]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
|   37 ||    0 |    0 |    8 |   16 |
|   38 ||    0 |    0 |    8 |   16 |
|   54 ||    0 |    0 |    8 |   16 |
|   68 ||    0 |    0 |    8 |   16 |
=====================================

[TARGET: org.apache.commons.math3.fitting.CurveFitter]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
|   63 ||    0 |    0 |    8 |   16 |
|   64 ||    0 |    0 |    8 |   16 |
|   65 ||    0 |    0 |    8 |   16 |
|   66 ||    0 |    0 |    8 |   16 |
|   79 ||    0 |    0 |    8 |   16 |
|   80 ||    0 |    0 |    8 |   16 |
|   92 ||    0 |    0 |    8 |   16 |
|   93 ||    0 |    0 |    8 |   16 |
|  102 ||    0 |    0 |    8 |   16 |
|  103 ||    0 |    0 |    8 |   16 |
|  112 ||    0 |    0 |    8 |   16 |
|  119 ||    0 |    0 |    8 |   16 |
|  120 ||    0 |    0 |    8 |   16 |
|  136 ||    0 |    0 |    8 |   16 |
|  159 ||    0 |    0 |    8 |   16 |
|  160 ||    0 |    0 |    8 |   16 |
|  161 ||    0 |    0 |    8 |   16 |
|  162 ||    0 |    0 |    8 |   16 |
|  163 ||    0 |    0 |    8 |   16 |
|  164 ||    0 |    0 |    8 |   16 |
|  165 ||    0 |    0 |    8 |   16 |
|  166 ||    0 |    0 |    8 |   16 |
|  169 ||    0 |    0 |    8 |   16 |
|  172 ||    0 |    0 |    8 |   16 |
|  173 ||    0 |    0 |    8 |   16 |
|  174 ||    0 |    0 |    8 |   16 |
|  175 ||    0 |    0 |    8 |   16 |
|  180 ||    0 |    0 |    8 |   16 |
=====================================

[TARGET: org.apache.commons.math3.analysis.UnivariateFunction]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
=====================================

[TARGET: org.apache.commons.math3.analysis.BivariateFunction]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
=====================================

[TARGET: org.apache.commons.math3.analysis.DifferentiableUnivariateVectorFunction]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
=====================================

[TARGET: org.apache.commons.math3.analysis.DifferentiableUnivariateMatrixFunction]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
=====================================

[TARGET: org.apache.commons.math3.analysis.integration.IterativeLegendreGaussIntegrator]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
|   43 ||    0 |    0 |    8 |   16 |
|   67 ||    0 |    0 |    8 |   16 |
|   68 ||    0 |    0 |    8 |   16 |
|   69 ||    0 |    0 |    8 |   16 |
|   71 ||    0 |    0 |    8 |   16 |
|   72 ||    0 |    0 |    8 |   16 |
|   86 ||    0 |    0 |    8 |   16 |
|   88 ||    0 |    0 |    8 |   16 |
|  106 ||    0 |    0 |    8 |   16 |
|  108 ||    0 |    0 |    8 |   16 |
|  115 ||    0 |    0 |    8 |   16 |
|  117 ||    0 |    0 |    8 |   16 |
|  120 ||    0 |    0 |    8 |   16 |
|  123 ||    0 |    0 |    8 |   16 |
|  124 ||    0 |    0 |    8 |   16 |
|  125 ||    0 |    0 |    8 |   16 |
|  126 ||    0 |    0 |    8 |   16 |
|  129 ||    0 |    0 |    8 |   16 |
|  131 ||    0 |    0 |    8 |   16 |
|  135 ||    0 |    0 |    8 |   16 |
|  136 ||    0 |    0 |    8 |   16 |
|  137 ||    0 |    0 |    8 |   16 |
|  138 ||    0 |    0 |    8 |   16 |
|  139 ||    0 |    0 |    8 |   16 |
|  153 ||    0 |    0 |    8 |   16 |
|  160 ||    0 |    0 |    8 |   16 |
|  161 ||    0 |    0 |    8 |   16 |
|  162 ||    0 |    0 |    8 |   16 |
|  164 ||    0 |    0 |    8 |   16 |
|  165 ||    0 |    0 |    8 |   16 |
|  167 ||    0 |    0 |    8 |   16 |
|  168 ||    0 |    0 |    8 |   16 |
|  169 ||    0 |    0 |    8 |   16 |
|  170 ||    0 |    0 |    8 |   16 |
|  173 ||    0 |    0 |    8 |   16 |
=====================================

[TARGET: org.apache.commons.math3.analysis.integration.TrapezoidIntegrator]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
|   65 ||    0 |    0 |    8 |   16 |
|   66 ||    0 |    0 |    8 |   16 |
|   67 ||    0 |    0 |    8 |   16 |
|   68 ||    0 |    0 |    8 |   16 |
|   70 ||    0 |    0 |    8 |   16 |
|   87 ||    0 |    0 |    8 |   16 |
|   88 ||    0 |    0 |    8 |   16 |
|   89 ||    0 |    0 |    8 |   16 |
|   90 ||    0 |    0 |    8 |   16 |
|   92 ||    0 |    0 |    8 |   16 |
|   99 ||    0 |    0 |    8 |   16 |
|  100 ||    0 |    0 |    8 |   16 |
|  120 ||    0 |    0 |    8 |   16 |
|  121 ||    0 |    0 |    8 |   16 |
|  122 ||    0 |    0 |    8 |   16 |
|  123 ||    0 |    0 |    8 |   16 |
|  124 ||    0 |    0 |    8 |   16 |
|  125 ||    0 |    0 |    8 |   16 |
|  126 ||    0 |    0 |    8 |   16 |
|  128 ||    0 |    0 |    8 |   16 |
|  129 ||    0 |    0 |    8 |   16 |
|  130 ||    0 |    0 |    8 |   16 |
|  131 ||    0 |    0 |    8 |   16 |
|  133 ||    0 |    0 |    8 |   16 |
|  134 ||    0 |    0 |    8 |   16 |
|  135 ||    0 |    0 |    8 |   16 |
|  136 ||    0 |    0 |    8 |   16 |
|  137 ||    0 |    0 |    8 |   16 |
|  140 ||    0 |    0 |    8 |   16 |
|  141 ||    0 |    0 |    8 |   16 |
|  150 ||    0 |    0 |    8 |   16 |
|  151 ||    0 |    0 |    8 |   16 |
|  153 ||    0 |    0 |    8 |   16 |
|  154 ||    0 |    0 |    8 |   16 |
|  155 ||    0 |    0 |    8 |   16 |
|  156 ||    0 |    0 |    8 |   16 |
|  157 ||    0 |    0 |    8 |   16 |
|  158 ||    0 |    0 |    8 |   16 |
|  159 ||    0 |    0 |    8 |   16 |
|  160 ||    0 |    0 |    8 |   16 |
|  163 ||    0 |    0 |    8 |   16 |
|  164 ||    0 |    0 |    8 |   16 |
|  165 ||    0 |    0 |    8 |   16 |
=====================================

[TARGET: org.apache.commons.math3.analysis.integration.SimpsonIntegrator]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
|   62 ||    0 |    0 |    8 |   16 |
|   63 ||    0 |    0 |    8 |   16 |
|   64 ||    0 |    0 |    8 |   16 |
|   65 ||    0 |    0 |    8 |   16 |
|   67 ||    0 |    0 |    8 |   16 |
|   84 ||    0 |    0 |    8 |   16 |
|   85 ||    0 |    0 |    8 |   16 |
|   86 ||    0 |    0 |    8 |   16 |
|   87 ||    0 |    0 |    8 |   16 |
|   89 ||    0 |    0 |    8 |   16 |
|   96 ||    0 |    0 |    8 |   16 |
|   97 ||    0 |    0 |    8 |   16 |
|  104 ||    0 |    0 |    8 |   16 |
|  105 ||    0 |    0 |    8 |   16 |
|  106 ||    0 |    0 |    8 |   16 |
|  110 ||    0 |    0 |    8 |   16 |
|  111 ||    0 |    0 |    8 |   16 |
|  113 ||    0 |    0 |    8 |   16 |
|  114 ||    0 |    0 |    8 |   16 |
|  115 ||    0 |    0 |    8 |   16 |
|  116 ||    0 |    0 |    8 |   16 |
|  117 ||    0 |    0 |    8 |   16 |
|  118 ||    0 |    0 |    8 |   16 |
|  119 ||    0 |    0 |    8 |   16 |
|  120 ||    0 |    0 |    8 |   16 |
|  121 ||    0 |    0 |    8 |   16 |
|  124 ||    0 |    0 |    8 |   16 |
|  125 ||    0 |    0 |    8 |   16 |
|  126 ||    0 |    0 |    8 |   16 |
=====================================

[TARGET: org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
|   59 ||    0 |    0 |    8 |   16 |
|   60 ||    0 |    0 |    8 |   16 |
|   61 ||    0 |    0 |    8 |   16 |
|   65 ||    0 |    0 |    8 |   16 |
|   71 ||    0 |    0 |    8 |   16 |
|   72 ||    0 |    0 |    8 |   16 |
|   74 ||    0 |    0 |    8 |   16 |
|   78 ||    0 |    0 |    8 |   16 |
|   85 ||    0 |    0 |    8 |   16 |
|   86 ||    0 |    0 |    8 |   16 |
|   87 ||    0 |    0 |    8 |   16 |
|   88 ||    0 |    0 |    8 |   16 |
|   89 ||    0 |    0 |    8 |   16 |
|   93 ||    0 |    0 |    8 |   16 |
|   94 ||    0 |    0 |    8 |   16 |
|   95 ||    0 |    0 |    8 |   16 |
|   96 ||    0 |    0 |    8 |   16 |
|   97 ||    0 |    0 |    8 |   16 |
|  101 ||    0 |    0 |    8 |   16 |
|  102 ||    0 |    0 |    8 |   16 |
|  103 ||    0 |    0 |    8 |   16 |
|  105 ||    0 |    0 |    8 |   16 |
|  106 ||    0 |    0 |    8 |   16 |
|  110 ||    0 |    0 |    8 |   16 |
|  111 ||    0 |    0 |    8 |   16 |
|  112 ||    0 |    0 |    8 |   16 |
|  114 ||    0 |    0 |    8 |   16 |
|  115 ||    0 |    0 |    8 |   16 |
|  143 ||    0 |    0 |    8 |   16 |
|  144 ||    0 |    0 |    8 |   16 |
|  146 ||    0 |    0 |    8 |   16 |
|  147 ||    0 |    0 |    8 |   16 |
|  148 ||    0 |    0 |    8 |   16 |
|  150 ||    0 |    0 |    8 |   16 |
|  151 ||    0 |    0 |    8 |   16 |
|  152 ||    0 |    0 |    8 |   16 |
|  154 ||    0 |    0 |    8 |   16 |
|  155 ||    0 |    0 |    8 |   16 |
|  156 ||    0 |    0 |    8 |   16 |
|  158 ||    0 |    0 |    8 |   16 |
|  159 ||    0 |    0 |    8 |   16 |
|  160 ||    0 |    0 |    8 |   16 |
|  162 ||    0 |    0 |    8 |   16 |
|  164 ||    0 |    0 |    8 |   16 |
|  167 ||    0 |    0 |    8 |   16 |
|  180 ||    0 |    0 |    8 |   16 |
|  182 ||    0 |    0 |    8 |   16 |
|  199 ||    0 |    0 |    8 |   16 |
|  201 ||    0 |    0 |    8 |   16 |
|  209 ||    0 |    0 |    8 |   16 |
|  211 ||    0 |    0 |    8 |   16 |
|  215 ||    0 |    0 |    8 |   16 |
|  218 ||    0 |    0 |    8 |   16 |
|  219 ||    0 |    0 |    8 |   16 |
|  220 ||    0 |    0 |    8 |   16 |
|  221 ||    0 |    0 |    8 |   16 |
|  224 ||    0 |    0 |    8 |   16 |
|  225 ||    0 |    0 |    8 |   16 |
|  229 ||    0 |    0 |    8 |   16 |
|  230 ||    0 |    0 |    8 |   16 |
|  231 ||    0 |    0 |    8 |   16 |
|  232 ||    0 |    0 |    8 |   16 |
|  234 ||    0 |    0 |    8 |   16 |
|  249 ||    0 |    0 |    8 |   16 |
|  250 ||    0 |    0 |    8 |   16 |
|  253 ||    0 |    0 |    8 |   16 |
|  254 ||    0 |    0 |    8 |   16 |
|  255 ||    0 |    0 |    8 |   16 |
|  256 ||    0 |    0 |    8 |   16 |
|  257 ||    0 |    0 |    8 |   16 |
|  259 ||    0 |    0 |    8 |   16 |
|  262 ||    0 |    0 |    8 |   16 |
=====================================

[TARGET: org.apache.commons.math3.analysis.integration.gauss.BaseRuleFactory]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
|   37 ||    0 |    0 |    8 |   16 |
|   39 ||    0 |    0 |    8 |   16 |
|   42 ||    0 |    0 |    8 |   16 |
|   58 ||    0 |    0 |    8 |   16 |
|   59 ||    0 |    0 |    8 |   16 |
|   60 ||    0 |    0 |    8 |   16 |
|   64 ||    0 |    0 |    8 |   16 |
|   66 ||    0 |    0 |    8 |   16 |
|   70 ||    0 |    0 |    8 |   16 |
|   71 ||    0 |    0 |    8 |   16 |
|   74 ||    0 |    0 |    8 |   16 |
|   78 ||    0 |    0 |    8 |   16 |
|   79 ||    0 |    0 |    8 |   16 |
|   95 ||    0 |    0 |    8 |   16 |
|   96 ||    0 |    0 |    8 |   16 |
|   97 ||    0 |    0 |    8 |   16 |
|   99 ||    0 |    0 |    8 |   16 |
|  101 ||    0 |    0 |    8 |   16 |
|  112 ||    0 |    0 |    8 |   16 |
|  113 ||    0 |    0 |    8 |   16 |
|  114 ||    0 |    0 |    8 |   16 |
|  117 ||    0 |    0 |    8 |   16 |
|  118 ||    0 |    0 |    8 |   16 |
|  140 ||    0 |    0 |    8 |   16 |
|  141 ||    0 |    0 |    8 |   16 |
|  143 ||    0 |    0 |    8 |   16 |
|  144 ||    0 |    0 |    8 |   16 |
|  145 ||    0 |    0 |    8 |   16 |
|  147 ||    0 |    0 |    8 |   16 |
|  148 ||    0 |    0 |    8 |   16 |
|  149 ||    0 |    0 |    8 |   16 |
|  152 ||    0 |    0 |    8 |   16 |
=====================================

[TARGET: org.apache.commons.math3.analysis.integration.gauss.LegendreRuleFactory]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
|   33 ||    0 |    0 |    8 |   16 |
|   39 ||    0 |    0 |    8 |   16 |
|   41 ||    0 |    0 |    8 |   16 |
|   42 ||    0 |    0 |    8 |   16 |
|   48 ||    0 |    0 |    8 |   16 |
|   51 ||    0 |    0 |    8 |   16 |
|   52 ||    0 |    0 |    8 |   16 |
|   55 ||    0 |    0 |    8 |   16 |
|   56 ||    0 |    0 |    8 |   16 |
|   58 ||    0 |    0 |    8 |   16 |
|   60 ||    0 |    0 |    8 |   16 |
|   62 ||    0 |    0 |    8 |   16 |
|   64 ||    0 |    0 |    8 |   16 |
|   66 ||    0 |    0 |    8 |   16 |
|   68 ||    0 |    0 |    8 |   16 |
|   69 ||    0 |    0 |    8 |   16 |
|   70 ||    0 |    0 |    8 |   16 |
|   71 ||    0 |    0 |    8 |   16 |
|   73 ||    0 |    0 |    8 |   16 |
|   75 ||    0 |    0 |    8 |   16 |
|   76 ||    0 |    0 |    8 |   16 |
|   77 ||    0 |    0 |    8 |   16 |
|   78 ||    0 |    0 |    8 |   16 |
|   79 ||    0 |    0 |    8 |   16 |
|   83 ||    0 |    0 |    8 |   16 |
|   85 ||    0 |    0 |    8 |   16 |
|   87 ||    0 |    0 |    8 |   16 |
|   88 ||    0 |    0 |    8 |   16 |
|   89 ||    0 |    0 |    8 |   16 |
|   90 ||    0 |    0 |    8 |   16 |
|   91 ||    0 |    0 |    8 |   16 |
|   92 ||    0 |    0 |    8 |   16 |
|   93 ||    0 |    0 |    8 |   16 |
|   95 ||    0 |    0 |    8 |   16 |
|   96 ||    0 |    0 |    8 |   16 |
|   97 ||    0 |    0 |    8 |   16 |
|  100 ||    0 |    0 |    8 |   16 |
|  101 ||    0 |    0 |    8 |   16 |
|  102 ||    0 |    0 |    8 |   16 |
|  103 ||    0 |    0 |    8 |   16 |
|  104 ||    0 |    0 |    8 |   16 |
|  106 ||    0 |    0 |    8 |   16 |
|  107 ||    0 |    0 |    8 |   16 |
|  108 ||    0 |    0 |    8 |   16 |
|  110 ||    0 |    0 |    8 |   16 |
|  113 ||    0 |    0 |    8 |   16 |
|  114 ||    0 |    0 |    8 |   16 |
|  116 ||    0 |    0 |    8 |   16 |
|  117 ||    0 |    0 |    8 |   16 |
|  119 ||    0 |    0 |    8 |   16 |
|  120 ||    0 |    0 |    8 |   16 |
|  121 ||    0 |    0 |    8 |   16 |
|  127 ||    0 |    0 |    8 |   16 |
|  128 ||    0 |    0 |    8 |   16 |
|  129 ||    0 |    0 |    8 |   16 |
|  130 ||    0 |    0 |    8 |   16 |
|  132 ||    0 |    0 |    8 |   16 |
|  133 ||    0 |    0 |    8 |   16 |
|  135 ||    0 |    0 |    8 |   16 |
|  136 ||    0 |    0 |    8 |   16 |
|  139 ||    0 |    0 |    8 |   16 |
=====================================

[TARGET: org.apache.commons.math3.analysis.integration.gauss.package-info]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
=====================================

[TARGET: org.apache.commons.math3.analysis.integration.gauss.GaussIntegratorFactory]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
|   32 ||    0 |    0 |    8 |   16 |
|   34 ||    0 |    0 |    8 |   16 |
|   36 ||    0 |    0 |    8 |   16 |
|   48 ||    0 |    0 |    8 |   16 |
|   66 ||    0 |    0 |    8 |   16 |
|   82 ||    0 |    0 |    8 |   16 |
|  100 ||    0 |    0 |    8 |   16 |
|  115 ||    0 |    0 |    8 |   16 |
|  131 ||    0 |    0 |    8 |   16 |
|  132 ||    0 |    0 |    8 |   16 |
|  135 ||    0 |    0 |    8 |   16 |
|  136 ||    0 |    0 |    8 |   16 |
|  138 ||    0 |    0 |    8 |   16 |
|  139 ||    0 |    0 |    8 |   16 |
|  140 ||    0 |    0 |    8 |   16 |
|  143 ||    0 |    0 |    8 |   16 |
=====================================

[TARGET: org.apache.commons.math3.analysis.integration.gauss.GaussIntegrator]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
|   52 ||    0 |    0 |    8 |   16 |
|   53 ||    0 |    0 |    8 |   16 |
|   54 ||    0 |    0 |    8 |   16 |
|   58 ||    0 |    0 |    8 |   16 |
|   60 ||    0 |    0 |    8 |   16 |
|   61 ||    0 |    0 |    8 |   16 |
|   62 ||    0 |    0 |    8 |   16 |
|   76 ||    0 |    0 |    8 |   16 |
|   77 ||    0 |    0 |    8 |   16 |
|   90 ||    0 |    0 |    8 |   16 |
|   91 ||    0 |    0 |    8 |   16 |
|   92 ||    0 |    0 |    8 |   16 |
|   93 ||    0 |    0 |    8 |   16 |
|   94 ||    0 |    0 |    8 |   16 |
|   95 ||    0 |    0 |    8 |   16 |
|   96 ||    0 |    0 |    8 |   16 |
|   97 ||    0 |    0 |    8 |   16 |
|   98 ||    0 |    0 |    8 |   16 |
|  100 ||    0 |    0 |    8 |   16 |
|  108 ||    0 |    0 |    8 |   16 |
=====================================

[TARGET: org.apache.commons.math3.analysis.integration.gauss.LegendreHighPrecisionRuleFactory]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
|   50 ||    0 |    0 |    8 |   16 |
|   51 ||    0 |    0 |    8 |   16 |
|   56 ||    0 |    0 |    8 |   16 |
|   57 ||    0 |    0 |    8 |   16 |
|   58 ||    0 |    0 |    8 |   16 |
|   59 ||    0 |    0 |    8 |   16 |
|   60 ||    0 |    0 |    8 |   16 |
|   61 ||    0 |    0 |    8 |   16 |
|   68 ||    0 |    0 |    8 |   16 |
|   70 ||    0 |    0 |    8 |   16 |
|   77 ||    0 |    0 |    8 |   16 |
|   80 ||    0 |    0 |    8 |   16 |
|   81 ||    0 |    0 |    8 |   16 |
|   84 ||    0 |    0 |    8 |   16 |
|   85 ||    0 |    0 |    8 |   16 |
|   87 ||    0 |    0 |    8 |   16 |
|   89 ||    0 |    0 |    8 |   16 |
|   91 ||    0 |    0 |    8 |   16 |
|   93 ||    0 |    0 |    8 |   16 |
