[TARGET: org.apache.commons.math3.primes.PollardRho]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
|  173 ||    0 |    0 |   24 |    1 |
|  174 ||    0 |    0 |   24 |    1 |
|  175 ||    0 |    0 |   24 |    1 |
|  176 ||    0 |    0 |   24 |    1 |
|  182 ||    0 |    0 |   24 |    1 |
|  183 ||    0 |    0 |   24 |    1 |
|  184 ||    0 |    0 |   24 |    1 |
|  185 ||    0 |    0 |   24 |    1 |
|  186 ||    0 |    0 |   24 |    1 |
|  188 ||    0 |    0 |   24 |    1 |
|  189 ||    0 |    0 |   24 |    1 |
|  191 ||    0 |    0 |   24 |    1 |
|  192 ||    0 |    0 |   24 |    1 |
|  193 ||    0 |    0 |   24 |    1 |
|  194 ||    0 |    0 |   24 |    1 |
|  196 ||    0 |    0 |   24 |    1 |
=====================================

[TARGET: org.apache.commons.math3.fitting.leastsquares.WithMaxIterations]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
=====================================

[TARGET: org.apache.commons.math3.fitting.leastsquares.AbstractLeastSquaresOptimizer]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
|   64 ||    0 |    0 |   24 |    1 |
|   72 ||    0 |    0 |   24 |    1 |
|   74 ||    0 |    0 |   24 |    1 |
|   75 ||    0 |    0 |   24 |    1 |
|   76 ||    0 |    0 |   24 |    1 |
|   77 ||    0 |    0 |   24 |    1 |
|   78 ||    0 |    0 |   24 |    1 |
|   79 ||    0 |    0 |   24 |    1 |
|   80 ||    0 |    0 |   24 |    1 |
|   84 ||    0 |    0 |   24 |    1 |
|   85 ||    0 |    0 |   24 |    1 |
|   90 ||    0 |    0 |   24 |    1 |
|   91 ||    0 |    0 |   24 |    1 |
|   92 ||    0 |    0 |   24 |    1 |
|   98 ||    0 |    0 |   24 |    1 |
|   99 ||    0 |    0 |   24 |    1 |
|  100 ||    0 |    0 |   24 |    1 |
|  105 ||    0 |    0 |   24 |    1 |
|  106 ||    0 |    0 |   24 |    1 |
|  115 ||    0 |    0 |   24 |    1 |
|  124 ||    0 |    0 |   24 |    1 |
|  133 ||    0 |    0 |   24 |    1 |
|  142 ||    0 |    0 |   24 |    1 |
|  151 ||    0 |    0 |   24 |    1 |
|  173 ||    0 |    0 |   24 |    1 |
|  176 ||    0 |    0 |   24 |    1 |
|  179 ||    0 |    0 |   24 |    1 |
|  180 ||    0 |    0 |   24 |    1 |
|  181 ||    0 |    0 |   24 |    1 |
|  200 ||    0 |    0 |   24 |    1 |
|  201 ||    0 |    0 |   24 |    1 |
|  202 ||    0 |    0 |   24 |    1 |
|  203 ||    0 |    0 |   24 |    1 |
|  204 ||    0 |    0 |   24 |    1 |
|  206 ||    0 |    0 |   24 |    1 |
|  215 ||    0 |    0 |   24 |    1 |
|  227 ||    0 |    0 |   24 |    1 |
|  228 ||    0 |    0 |   24 |    1 |
|  243 ||    0 |    0 |   24 |    1 |
|  244 ||    0 |    0 |   24 |    1 |
|  256 ||    0 |    0 |   24 |    1 |
|  266 ||    0 |    0 |   24 |    1 |
|  277 ||    0 |    0 |   24 |    1 |
|  278 ||    0 |    0 |   24 |    1 |
|  297 ||    0 |    0 |   24 |    1 |
|  298 ||    0 |    0 |   24 |    1 |
|  302 ||    0 |    0 |   24 |    1 |
|  303 ||    0 |    0 |   24 |    1 |
|  304 ||    0 |    0 |   24 |    1 |
|  307 ||    0 |    0 |   24 |    1 |
|  317 ||    0 |    0 |   24 |    1 |
|  318 ||    0 |    0 |   24 |    1 |
|  319 ||    0 |    0 |   24 |    1 |
|  320 ||    0 |    0 |   24 |    1 |
|  321 ||    0 |    0 |   24 |    1 |
|  323 ||    0 |    0 |   24 |    1 |
|  325 ||    0 |    0 |   24 |    1 |
|  326 ||    0 |    0 |   24 |    1 |
=====================================

[TARGET: org.apache.commons.math3.fitting.leastsquares.LevenbergMarquardtOptimizer]
=====================================
| LINE ||  EP  |  EF  |  NP  |  NF  |
=====================================
|  110 ||    0 |    0 |   24 |    1 |
|  112 ||    0 |    0 |   24 |    1 |
|  114 ||    0 |    0 |   24 |    1 |
|  116 ||    0 |    0 |   24 |    1 |
|  121 ||    0 |    0 |   24 |    1 |
|  123 ||    0 |    0 |   24 |    1 |
|  132 ||    0 |    0 |   24 |    1 |
|  140 ||    0 |    0 |   24 |    1 |
|  142 ||    0 |    0 |   24 |    1 |
|  143 ||    0 |    0 |   24 |    1 |
|  144 ||    0 |    0 |   24 |    1 |
|  145 ||    0 |    0 |   24 |    1 |
|  146 ||    0 |    0 |   24 |    1 |
|  148 ||    0 |    0 |   24 |    1 |
|  149 ||    0 |    0 |   24 |    1 |
|  150 ||    0 |    0 |   24 |    1 |
|  169 ||    0 |    0 |   24 |    1 |
|  175 ||    0 |    0 |   24 |    1 |
|  189 ||    0 |    0 |   24 |    1 |
|  190 ||    0 |    0 |   24 |    1 |
|  200 ||    0 |    0 |   24 |    1 |
|  201 ||    0 |    0 |   24 |    1 |
|  212 ||    0 |    0 |   24 |    1 |
|  213 ||    0 |    0 |   24 |    1 |
|  224 ||    0 |    0 |   24 |    1 |
|  225 ||    0 |    0 |   24 |    1 |
|  238 ||    0 |    0 |   24 |    1 |
|  239 ||    0 |    0 |   24 |    1 |
|  249 ||    0 |    0 |   24 |    1 |
|  259 ||    0 |    0 |   24 |    1 |
|  269 ||    0 |    0 |   24 |    1 |
|  279 ||    0 |    0 |   24 |    1 |
|  289 ||    0 |    0 |   24 |    1 |
|  295 ||    0 |    0 |   24 |    1 |
|  296 ||    0 |    0 |   24 |    1 |
|  297 ||    0 |    0 |   24 |    1 |
|  300 ||    0 |    0 |   24 |    1 |
|  301 ||    0 |    0 |   24 |    1 |
|  302 ||    0 |    0 |   24 |    1 |
|  305 ||    0 |    0 |   24 |    1 |
|  306 ||    0 |    0 |   24 |    1 |
|  307 ||    0 |    0 |   24 |    1 |
|  308 ||    0 |    0 |   24 |    1 |
|  309 ||    0 |    0 |   24 |    1 |
|  310 ||    0 |    0 |   24 |    1 |
|  311 ||    0 |    0 |   24 |    1 |
|  312 ||    0 |    0 |   24 |    1 |
|  313 ||    0 |    0 |   24 |    1 |
|  314 ||    0 |    0 |   24 |    1 |
|  316 ||    0 |    0 |   24 |    1 |
|  319 ||    0 |    0 |   24 |    1 |
|  320 ||    0 |    0 |   24 |    1 |
|  321 ||    0 |    0 |   24 |    1 |
|  322 ||    0 |    0 |   24 |    1 |
|  325 ||    0 |    0 |   24 |    1 |
|  326 ||    0 |    0 |   24 |    1 |
|  328 ||    0 |    0 |   24 |    1 |
|  330 ||    0 |    0 |   24 |    1 |
|  333 ||    0 |    0 |   24 |    1 |
|  335 ||    0 |    0 |   24 |    1 |
|  336 ||    0 |    0 |   24 |    1 |
|  337 ||    0 |    0 |   24 |    1 |
|  338 ||    0 |    0 |   24 |    1 |
|  340 ||    0 |    0 |   24 |    1 |
|  341 ||    0 |    0 |   24 |    1 |
|  342 ||    0 |    0 |   24 |    1 |
|  346 ||    0 |    0 |   24 |    1 |
|  350 ||    0 |    0 |   24 |    1 |
|  351 ||    0 |    0 |   24 |    1 |
|  352 ||    0 |    0 |   24 |    1 |
|  355 ||    0 |    0 |   24 |    1 |
|  358 ||    0 |    0 |   24 |    1 |
|  359 ||    0 |    0 |   24 |    1 |
|  360 ||    0 |    0 |   24 |    1 |
|  361 ||    0 |    0 |   24 |    1 |
|  362 ||    0 |    0 |   24 |    1 |
|  364 ||    0 |    0 |   24 |    1 |
|  365 ||    0 |    0 |   24 |    1 |
|  366 ||    0 |    0 |   24 |    1 |
|  368 ||    0 |    0 |   24 |    1 |
|  371 ||    0 |    0 |   24 |    1 |
|  375 ||    0 |    0 |   24 |    1 |
|  376 ||    0 |    0 |   24 |    1 |
|  377 ||    0 |    0 |   24 |    1 |
|  378 ||    0 |    0 |   24 |    1 |
|  379 ||    0 |    0 |   24 |    1 |
|  380 ||    0 |    0 |   24 |    1 |
|  381 ||    0 |    0 |   24 |    1 |
|  382 ||    0 |    0 |   24 |    1 |
|  383 ||    0 |    0 |   24 |    1 |
|  385 ||    0 |    0 |   24 |    1 |
|  389 ||    0 |    0 |   24 |    1 |
|  391 ||    0 |    0 |   24 |    1 |
|  395 ||    0 |    0 |   24 |    1 |
|  396 ||    0 |    0 |   24 |    1 |
|  400 ||    0 |    0 |   24 |    1 |
|  403 ||    0 |    0 |   24 |    1 |
|  404 ||    0 |    0 |   24 |    1 |
|  405 ||    0 |    0 |   24 |    1 |
|  407 ||    0 |    0 |   24 |    1 |
|  408 ||    0 |    0 |   24 |    1 |
|  409 ||    0 |    0 |   24 |    1 |
|  410 ||    0 |    0 |   24 |    1 |
|  411 ||    0 |    0 |   24 |    1 |
|  412 ||    0 |    0 |   24 |    1 |
|  413 ||    0 |    0 |   24 |    1 |
|  416 ||    0 |    0 |   24 |    1 |
|  421 ||    0 |    0 |   24 |    1 |
|  422 ||    0 |    0 |   24 |    1 |
|  423 ||    0 |    0 |   24 |    1 |
|  424 ||    0 |    0 |   24 |    1 |
|  425 ||    0 |    0 |   24 |    1 |
|  426 ||    0 |    0 |   24 |    1 |
|  427 ||    0 |    0 |   24 |    1 |
|  429 ||    0 |    0 |   24 |    1 |
|  431 ||    0 |    0 |   24 |    1 |
|  432 ||    0 |    0 |   24 |    1 |
|  436 ||    0 |    0 |   24 |    1 |
|  437 ||    0 |    0 |   24 |    1 |
|  438 ||    0 |    0 |   24 |    1 |
|  439 ||    0 |    0 |   24 |    1 |
|  442 ||    0 |    0 |   24 |    1 |
|  443 ||    0 |    0 |   24 |    1 |
|  444 ||    0 |    0 |   24 |    1 |
|  445 ||    0 |    0 |   24 |    1 |
|  450 ||    0 |    0 |   24 |    1 |
|  451 ||    0 |    0 |   24 |    1 |
|  452 ||    0 |    0 |   24 |    1 |
|  453 ||    0 |    0 |   24 |    1 |
|  454 ||    0 |    0 |   24 |    1 |
|  455 ||    0 |    0 |   24 |    1 |
|  458 ||    0 |    0 |   24 |    1 |
|  459 ||    0 |    0 |   24 |    1 |
|  460 ||    0 |    0 |   24 |    1 |
|  462 ||    0 |    0 |   24 |    1 |
|  463 ||    0 |    0 |   24 |    1 |
|  464 ||    0 |    0 |   24 |    1 |
|  465 ||    0 |    0 |   24 |    1 |
|  466 ||    0 |    0 |   24 |    1 |
|  469 ||    0 |    0 |   24 |    1 |
|  472 ||    0 |    0 |   24 |    1 |
|  474 ||    0 |    0 |   24 |    1 |
|  475 ||    0 |    0 |   24 |    1 |
|  476 ||    0 |    0 |   24 |    1 |
|  478 ||    0 |    0 |   24 |    1 |
|  479 ||    0 |    0 |   24 |    1 |
|  480 ||    0 |    0 |   24 |    1 |
|  481 ||    0 |    0 |   24 |    1 |
|  482 ||    0 |    0 |   24 |    1 |
|  486 ||    0 |    0 |   24 |    1 |
|  488 ||    0 |    0 |   24 |    1 |
|  489 ||    0 |    0 |   24 |    1 |
|  490 ||    0 |    0 |   24 |    1 |
|  491 ||    0 |    0 |   24 |    1 |
|  492 ||    0 |    0 |   24 |    1 |
|  494 ||    0 |    0 |   24 |    1 |
|  497 ||    0 |    0 |   24 |    1 |
|  498 ||    0 |    0 |   24 |    1 |
|  502 ||    0 |    0 |   24 |    1 |
|  503 ||    0 |    0 |   24 |    1 |
|  504 ||    0 |    0 |   24 |    1 |
|  505 ||    0 |    0 |   24 |    1 |
|  507 ||    0 |    0 |   24 |    1 |
|  508 ||    0 |    0 |   24 |    1 |
|  509 ||    0 |    0 |   24 |    1 |
|  510 ||    0 |    0 |   24 |    1 |
|  511 ||    0 |    0 |   24 |    1 |
|  512 ||    0 |    0 |   24 |    1 |
|  514 ||    0 |    0 |   24 |    1 |
|  518 ||    0 |    0 |   24 |    1 |
|  522 ||    0 |    0 |   24 |    1 |
|  526 ||    0 |    0 |   24 |    1 |
|  529 ||    0 |    0 |   24 |    1 |
|  530 ||    0 |    0 |   24 |    1 |
|  531 ||    0 |    0 |   24 |    1 |
|  532 ||    0 |    0 |   24 |    1 |
|  533 ||    0 |    0 |   24 |    1 |
|  534 ||    0 |    0 |   24 |    1 |
|  535 ||    0 |    0 |   24 |    1 |
|  536 ||    0 |    0 |   24 |    1 |
|  538 ||    0 |    0 |   24 |    1 |
|  539 ||    0 |    0 |   24 |    1 |
|  613 ||    0 |    0 |   24 |    1 |
|  614 ||    0 |    0 |   24 |    1 |
|  615 ||    0 |    0 |   24 |    1 |
|  616 ||    0 |    0 |   24 |    1 |
|  618 ||    0 |    0 |   24 |    1 |
|  622 ||    0 |    0 |   24 |    1 |
|  623 ||    0 |    0 |   24 |    1 |
|  625 ||    0 |    0 |   24 |    1 |
|  626 ||    0 |    0 |   24 |    1 |
|  628 ||    0 |    0 |   24 |    1 |
|  629 ||    0 |    0 |   24 |    1 |
|  630 ||    0 |    0 |   24 |    1 |
|  631 ||    0 |    0 |   24 |    1 |
|  632 ||    0 |    0 |   24 |    1 |
|  634 ||    0 |    0 |   24 |    1 |
|  639 ||    0 |    0 |   24 |    1 |
|  640 ||    0 |    0 |   24 |    1 |
|  641 ||    0 |    0 |   24 |    1 |
|  642 ||    0 |    0 |   24 |    1 |
|  643 ||    0 |    0 |   24 |    1 |
|  644 ||    0 |    0 |   24 |    1 |
|  646 ||    0 |    0 |   24 |    1 |
|  647 ||    0 |    0 |   24 |    1 |
|  648 ||    0 |    0 |   24 |    1 |
|  649 ||    0 |    0 |   24 |    1 |
|  650 ||    0 |    0 |   24 |    1 |
|  657 ||    0 |    0 |   24 |    1 |
|  658 ||    0 |    0 |   24 |    1 |
|  659 ||    0 |    0 |   24 |    1 |
|  660 ||    0 |    0 |   24 |    1 |
|  661 ||    0 |    0 |   24 |    1 |
|  663 ||    0 |    0 |   24 |    1 |
|  664 ||    0 |    0 |   24 |    1 |
|  665 ||    0 |    0 |   24 |    1 |
|  666 ||    0 |    0 |   24 |    1 |
|  667 ||    0 |    0 |   24 |    1 |
|  668 ||    0 |    0 |   24 |    1 |
|  670 ||    0 |    0 |   24 |    1 |
|  671 ||    0 |    0 |   24 |    1 |
|  672 ||    0 |    0 |   24 |    1 |
|  674 ||    0 |    0 |   24 |    1 |
|  678 ||    0 |    0 |   24 |    1 |
|  679 ||    0 |    0 |   24 |    1 |
|  680 ||    0 |    0 |   24 |    1 |
|  681 ||    0 |    0 |   24 |    1 |
|  682 ||    0 |    0 |   24 |    1 |
|  683 ||    0 |    0 |   24 |    1 |
|  685 ||    0 |    0 |   24 |    1 |
|  686 ||    0 |    0 |   24 |    1 |
|  688 ||    0 |    0 |   24 |    1 |
|  689 ||    0 |    0 |   24 |    1 |
|  690 ||    0 |    0 |   24 |    1 |
|  691 ||    0 |    0 |   24 |    1 |
|  696 ||    0 |    0 |   24 |    1 |
|  697 ||    0 |    0 |   24 |    1 |
|  698 ||    0 |    0 |   24 |    1 |
|  701 ||    0 |    0 |   24 |    1 |
|  704 ||    0 |    0 |   24 |    1 |
|  705 ||    0 |    0 |   24 |    1 |
|  707 ||    0 |    0 |   24 |    1 |
|  708 ||    0 |    0 |   24 |    1 |
|  709 ||    0 |    0 |   24 |    1 |
|  710 ||    0 |    0 |   24 |    1 |
|  712 ||    0 |    0 |   24 |    1 |
|  714 ||    0 |    0 |   24 |    1 |
|  715 ||    0 |    0 |   24 |    1 |
|  716 ||    0 |    0 |   24 |    1 |
|  717 ||    0 |    0 |   24 |    1 |
|  718 ||    0 |    0 |   24 |    1 |
|  719 ||    0 |    0 |   24 |    1 |
|  721 ||    0 |    0 |   24 |    1 |
|  722 ||    0 |    0 |   24 |    1 |
|  723 ||    0 |    0 |   24 |    1 |
|  727 ||    0 |    0 |   24 |    1 |
|  731 ||    0 |    0 |   24 |    1 |
|  735 ||    0 |    0 |   24 |    1 |
|  736 ||    0 |    0 |   24 |    1 |
|  737 ||    0 |    0 |   24 |    1 |
|  739 ||    0 |    0 |   24 |    1 |
|  740 ||    0 |    0 |   24 |    1 |
|  741 ||    0 |    0 |   24 |    1 |
|  742 ||    0 |    0 |   24 |    1 |
|  743 ||    0 |    0 |   24 |    1 |
|  744 ||    0 |    0 |   24 |    1 |
|  747 ||    0 |    0 |   24 |    1 |
|  748 ||    0 |    0 |   24 |    1 |
|  749 ||    0 |    0 |   24 |    1 |
|  750 ||    0 |    0 |   24 |    1 |
|  752 ||    0 |    0 |   24 |    1 |
|  755 ||    0 |    0 |   24 |    1 |
|  756 ||    0 |    0 |   24 |    1 |
|  757 ||    0 |    0 |   24 |    1 |
|  758 ||    0 |    0 |   24 |    1 |
|  762 ||    0 |    0 |   24 |    1 |
|  765 ||    0 |    0 |   24 |    1 |
|  795 ||    0 |    0 |   24 |    1 |
|  796 ||    0 |    0 |   24 |    1 |
|  797 ||    0 |    0 |   24 |    1 |
|  801 ||    0 |    0 |   24 |    1 |
|  802 ||    0 |    0 |   24 |    1 |
|  803 ||    0 |    0 |   24 |    1 |
|  804 ||    0 |    0 |   24 |    1 |
|  806 ||    0 |    0 |   24 |    1 |
|  807 ||    0 |    0 |   24 |    1 |
|  811 ||    0 |    0 |   24 |    1 |
|  815 ||    0 |    0 |   24 |    1 |
|  816 ||    0 |    0 |   24 |    1 |
|  817 ||    0 |    0 |   24 |    1 |
|  818 ||    0 |    0 |   24 |    1 |
|  820 ||    0 |    0 |   24 |    1 |
|  825 ||    0 |    0 |   24 |    1 |
|  826 ||    0 |    0 |   24 |    1 |
|  827 ||    0 |    0 |   24 |    1 |
|  831 ||    0 |    0 |   24 |    1 |
|  835 ||    0 |    0 |   24 |    1 |
|  836 ||    0 |    0 |   24 |    1 |
|  837 ||    0 |    0 |   24 |    1 |
